"Is that all you guys do: 'take coffee breaks?'"	「你們警察整天只會『休息喝咖啡』嗎？」
"Please, Officer! I don't want to be bothered."	「拜託，警官！我不想被打擾。」
"Make your quota for the day yet?"	「今天的配額達標了嗎？」
"Hello, Officer. Nice day, isn't it?"	「你好，警官。今天天氣不錯吧？」
"I'd like you to know that my family and I really appreciate the job you police officers do."	「我想讓你知道，我和家人真的很感謝你們警察的工作。」
"Hey, you're that guy I read about in the Tribune! Weren't you nominated for Officer of the Week or something? Good luck!"	「嘿，你就是我在《論壇報》讀到的那個人！你是不是被提名什麼本週警官？祝你好運！」
"Don't order the Hummingbird. Carol must have made it last week!"	「別點蜂鳥。Carol 一定是上週做的！」
"Boy, if the local police have to come here to eat, they MUST need a raise."	「天啊，如果當地警察得來這裡吃飯，他們『一定』需要加薪。」
"I sure don't envy the job you men have to do."	「我可一點也不羨慕你們的工作。」
"I wish someone would patrol my neighborhood more often! The teenagers are going crazy!"	「真希望有人能多巡邏我的街區！那些青少年都快失控了！」
"Why don't you guys quit writing so many speeding tickets and take care of a few of those slow-moving Sunday drivers that keep traffic so screwed up!"	「你們為什麼不別開那麼多超速罰單，去處理幾個把交通搞得一團亂的慢吞吞週日駕駛！」
"Something should be done about those jaywalking pedestrians! I almost ran over two of them yesterday and they had the nerve to act like it was my fault!"	「應該處理那些亂穿馬路的行人！我昨天差點撞到兩個，他們竟然還敢裝得好像是我的錯！」
"Well, well, well. If it isn't the city's finest!"	「哎呀，哎呀。這不是本市最優秀的警察嗎！」
"Officer Bonds, I know you're a good man, but the officer who gave me that ticket yesterday is a real rat!"	「Bonds 警官，我知道你是好人，但昨天開我罰單的警察真是個卑鄙小人！」
"Most cops I don't like, but you're one of the good ones! And, I mean that sincerely."	「我不喜歡大多數警察，但你是好警察之一！我是認真的。」
You're not in the bathroom!	你不在廁所裡！
You're here on a complaint, not for a snack.	你是為了處理投訴來的，不是來吃點心的。
There is a time and a place for everything, but this is not the time for a coffee break!	凡事都有適當的時間和地點，但現在不是喝咖啡休息的時候！
Carol is obviously upset as she blurts in a loud tone of voice...	Carol 明顯很生氣，大聲脫口說道……
"Oh, Sonny! Those drunken bikers in the bar next door are taking up all the parking places in front of my cafe! They just have no consideration for others! Where are my customers going to park? Would you ask them to move their motorcycles, please?"	「喔，Sonny！隔壁酒吧那些醉醺醺的騎士佔滿我咖啡館前的停車位！他們完全不替別人著想！我的客人要停哪裡？可以請你叫他們把機車移走嗎？」
"Thanks, Sonny!"	「謝謝你，Sonny！」
"Come on now, it's your job!"	「拜託，這是你的工作！」
Carol sounds relieved as she says, "Thanks for getin' those bikes removed, Sonny."	Carol 鬆了一口氣，說：「謝謝你把那些機車弄走，Sonny。」
Steve says, "Boy! It sounded over the air like you had a real mess on your hands at that 187 scene!"	Steve 說：「老兄！無線電聽起來，你在那個 187 現場可真是遇到大麻煩！」
Steve says, "This coffee'll blow your socks off!"	Steve 說：「這杯咖啡會讓你大吃一驚！」
Steve tells you, "Man, that murder makes a guy wonder what's going on around this town!"	Steve 告訴你：「老兄，那起謀殺案真讓人懷疑這城鎮到底發生了什麼事！」
Steve says, "Boy, you earned your coffee after that mess!"	Steve 說：「老兄，處理完那場混亂後，你值得喝杯咖啡！」
You wonder why some people don't learn to flush!	你想不通為什麼有些人學不會沖馬桶！
You push the handle down and flush the toilet.	你壓下把手，沖了馬桶。
"Did we do something wrong?"	「我們做錯什麼了嗎？」
"We're too busy to talk!"	「我們太忙了，沒空說話！」
"Get lost!"	「滾開！」
"Pig Sty Stew"	「豬圈燉菜」
"Fried Pork Rind"	「炸豬皮」
Yum?	好吃嗎？
You see people outside admiring your car.	你看見外面的人正在欣賞你的車。
There isn't one!	根本沒有！
Great. Another chapter in your life of big-time crime stopping -- parking space hogging!	太好了。你制止重大犯罪的人生又添一章——佔用停車位！
Whoosssshhhh!	咻——！
You've discovered where all the paper towels went!	你發現所有紙巾都跑去哪裡了！
It looks like each person has his own greasy spoon.	看來每個人都有自己的油膩小餐館。
She can't hear you from here; that grill must be loud!	她在這裡聽不見你；那個烤架一定很吵！
"What are you doin' back here again, Sonny?" Carol asks.	Carol 問：「Sonny，你怎麼又跑回這裡？」
This formerly public telephone formerly belonged to LT&T.	這支曾經是公共電話的電話，以前屬於 LT&T。
You don't have any coffee.	你沒有咖啡。
You slam back the entire mug of Jamaican Java. Your eyeballs roll back in your head.	你一口氣喝完整杯牙買加咖啡，眼珠子都快翻到腦後。
Steve looks like he's on a caffeine high.	Steve 看起來像是咖啡因嗨過頭了。
"I've talked to my informants," says Steve, "have you seen Sweet Cheeks Marie yet?"	Steve 說：「我已經問過線人了，你見過 Sweet Cheeks Marie 嗎？」
"No, but I'm keeping both eyes peeled for her," you respond.	你回答：「沒有，但我會睜大雙眼找她。」
