Press this button for information about Police Quest. 	Press this button for information about Police Quest. 
Police Quest: In Pursuit of the Death Angel Version: %s 	Police Quest: In Pursuit of the Death Angel Version: %s 
The entire Police Quest series features authentic law enforcement techniques.  Our goal is to give you a taste of what policemen and policewomen actually encounter in their day-to-day dealings with the public and with each other.	The entire Police Quest series features authentic law enforcement techniques.  Our goal is to give you a taste of what policemen and policewomen actually encounter in their day-to-day dealings with the public and with each other.
If you're finding POLICE QUEST: IN PURSUIT OF THE DEATH ANGEL entertaining and enlightening, you'll want to play the other games in the POLICE QUEST series:	If you're finding POLICE QUEST: IN PURSUIT OF THE DEATH ANGEL entertaining and enlightening, you'll want to play the other games in the POLICE QUEST series:
POLICE QUEST 2: THE VENGEANCE is the story of Sonny Bonds's race to track down a cold-blooded cop killer before Sonny himself ends up as the next victim.  This time, you'll use authentic homicide investigation techniques, master weapons, disarm explosive devices, and more in your desperate efforts to prevent your own murder.	POLICE QUEST 2: THE VENGEANCE is the story of Sonny Bonds's race to track down a cold-blooded cop killer before Sonny himself ends up as the next victim.  This time, you'll use authentic homicide investigation techniques, master weapons, disarm explosive devices, and more in your desperate efforts to prevent your own murder.
POLICE QUEST 3: THE KINDRED thrusts Sonny into a dark world of cult killers, drugs, and a corruption that's spreading throughout the Lytton Police Department itself!  PQ3 features a soundtrack by Jan Hammer of MIAMI VICE fame, and our intuitive point-and-click interface.	POLICE QUEST 3: THE KINDRED thrusts Sonny into a dark world of cult killers, drugs, and a corruption that's spreading throughout the Lytton Police Department itself!  PQ3 features a soundtrack by Jan Hammer of MIAMI VICE fame, and our intuitive point-and-click interface.
To place an order, simply dial Sierra Sales at 800 326-6654.  For International orders, call 0734-303171.  Sierra Technical Support is available Monday through Friday, 7 am to 7 pm Pacific time, at 209 683-8989.  Operators are standing by.	To place an order, simply dial Sierra Sales at 800 326-6654.  For International orders, call 0734-303171.  Sierra Technical Support is available Monday through Friday, 7 am to 7 pm Pacific time, at 209 683-8989.  Operators are standing by.
Police Quest: In Pursuit of the Death Angel was created by the following Honorary Members of the Lytton PD:	Police Quest: In Pursuit of the Death Angel was created by the following Honorary Members of the Lytton PD:
Executive Producer: Ken Williams  Creative Director: Bill Davis  Producer: Tammy Dargan  Art Director: Jim Larsen	Executive Producer: Ken Williams  Creative Director: Bill Davis  Producer: Tammy Dargan  Art Director: Jim Larsen
Composer: Rob Atesalp  Animators: Cindy Walker Daryle Smith Al Roughton Frances Anne Powell Deanna Yhalkee Spartaco Margioni Jim Larsen 	Composer: Rob Atesalp  Animators: Cindy Walker Daryle Smith Al Roughton Frances Anne Powell Deanna Yhalkee Spartaco Margioni Jim Larsen 
Background Artists: Jim Larsen Al Roughton Nathan Larsen Terrence C. Falls Willis Wong Maurice F. Morgan Michael Hutchison Arturo Sinclair Cindy Walker Richard Powell	Background Artists: Jim Larsen Al Roughton Nathan Larsen Terrence C. Falls Willis Wong Maurice F. Morgan Michael Hutchison Arturo Sinclair Cindy Walker Richard Powell
Programmers: Krishnan Shankar Charles "Chip" Kercher III Todd Powers Scott Murphy Carlos Escobar Michael Brock Hugh Diedrichs	Programmers: Krishnan Shankar Charles "Chip" Kercher III Todd Powers Scott Murphy Carlos Escobar Michael Brock Hugh Diedrichs
Music Director: Mark Seibert	Music Director: Mark Seibert
Development System: Jeff Stephenson Mark Wilden Dan Foy J. Mark Hood Christopher Smith Larry Scott Ken Koch Jack Magne	Development System: Jeff Stephenson Mark Wilden Dan Foy J. Mark Hood Christopher Smith Larry Scott Ken Koch Jack Magne
Additional Written Material: Scott Murphy Lorlei Shannon	Additional Written Material: Scott Murphy Lorlei Shannon
Special Thanks: Kit Rees, Model Assembly  Quality Assurance: Mike Pickhinke John Ratcliffe	Special Thanks: Kit Rees, Model Assembly  Quality Assurance: Mike Pickhinke John Ratcliffe
A Very Special Thanks to the following people, who made this game possible:  Hugh Diedrichs, SWAT Programmer Carlos Escobar, SWAT Programmer Josh Mandel, SWAT Director Stuart Moulder, SWAT Producer	A Very Special Thanks to the following people, who made this game possible:  Hugh Diedrichs, SWAT Programmer Carlos Escobar, SWAT Programmer Josh Mandel, SWAT Director Stuart Moulder, SWAT Producer
These are lot more effective when used in conjunction with a weapon. 	These are lot more effective when used in conjunction with a weapon. 
Those only work in the lock of your personal vehicle. 	Those only work in the lock of your personal vehicle. 
Don't know what you had in mind. That's designed to be used only in your computer. 	Don't know what you had in mind. That's designed to be used only in your computer. 
Those items won't work together. 	Those items won't work together. 
That's an interesting idea.	That's an interesting idea.
That's not necessary. 	That's not necessary. 
That won't do anything helpful. 	That won't do anything helpful. 
Listen, pal, frivolous use of your piece is grounds for termination, not to mention potential indictment.   	Listen, pal, frivolous use of your piece is grounds for termination, not to mention potential indictment.   
Your cuffs have a specific application. That's not one of them. 	Your cuffs have a specific application. That's not one of them. 
That won't further your cause. 	That won't further your cause. 
That will only work in the door to your hotel room. 	That will only work in the door to your hotel room. 
You'll want to save these spiffy duds for your own use. 	You'll want to save these spiffy duds for your own use. 
That's not proper treatment of someone's personal effects. 	That's not proper treatment of someone's personal effects. 
Just another part of the Lytton landscape...what the Mayor would call, "another one of Lytton's thousand points of light."  	Just another part of the Lytton landscape...what the Mayor would call, "another one of Lytton's thousand points of light."  
Keep that stowed unless the you're going to use it properly. 	Keep that stowed unless the you're going to use it properly. 
Hey! Hey! Hey! No grafitti! You're an officer of the law. Set a good example. 	Hey! Hey! Hey! No grafitti! You're an officer of the law. Set a good example. 
While it sounds like fun now, you'll regret it later. 	While it sounds like fun now, you'll regret it later. 
That's meant for your patrol car's ignition switch only.  	That's meant for your patrol car's ignition switch only.  
